loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,pub_rec_bankruptcies,year,is_default,outstanding_principal,net_credit_loss,risk_segment,risk_adjusted_revenue,income_group,dti_group
12000, 60 months,14.49,282.28,C,C4,OWN,142500.0,2016-08-01,Current,home_improvement,NJ,28.14,0.0,0.0,8458.74,4931.4,3527.34,0.0,0.0,0.0,2016,0,7068.6,0.0,Medium Risk,3527.34,120k-200k,20-30
13025, 60 months,12.99,296.3,C,C1,MORTGAGE,29000.0,2014-10-01,Charged Off,credit_card,OK,18.31,0.0,0.0,8552.38,4628.61,3056.39,0.0,867.38,0.0,2014,1,8396.39,7529.009999999999,Medium Risk,-4472.619999999999,<40k,10-20
18000, 36 months,9.75,578.7,B,B3,RENT,43000.0,2016-02-01,Fully Paid,debt_consolidation,CA,16.66,0.0,0.0,20322.3546040744,18000.0,2322.35,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2322.35,40k-80k,10-20
11200, 60 months,15.05,266.75,C,C4,RENT,51854.0,2017-08-01,Current,debt_consolidation,PA,30.22,0.0,0.0,4792.14,2532.42,2259.72,0.0,0.0,0.0,2017,0,8667.58,0.0,High Risk,2259.72,40k-80k,30-40
15000, 36 months,9.93,483.52,B,B2,RENT,30000.0,2017-10-01,Current,debt_consolidation,FL,46.7,0.0,0.0,7719.77,6121.36,1598.41,0.0,0.0,0.0,2017,0,8878.64,0.0,Low Risk,1598.41,<40k,40+
32000, 36 months,12.62,1072.36,C,C1,RENT,86000.0,2017-11-01,Current,credit_card,PA,11.46,0.0,0.0,16040.53,11888.16,4152.37,0.0,0.0,0.0,2017,0,20111.84,0.0,Medium Risk,4152.37,80k-120k,10-20
10000, 36 months,6.24,305.31,A,A2,MORTGAGE,115000.0,2015-09-01,Fully Paid,debt_consolidation,CT,3.91,0.0,0.0,10477.26,10000.0,477.26,0.0,0.0,1.0,2015,0,0.0,0.0,Low Risk,477.26,80k-120k,0-10
14000, 36 months,7.39,434.79,A,A4,RENT,79000.0,2016-02-01,Fully Paid,debt_consolidation,CA,8.37,0.0,0.0,15589.7702129642,14000.0,1589.77,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,1589.77,40k-80k,0-10
28000, 60 months,18.55,719.43,D,D2,MORTGAGE,136000.0,2013-11-01,Charged Off,credit_card,AZ,15.07,0.0,0.0,16568.88,7842.65,8723.32,0.0,2.91,1.0,2013,1,20157.35,20154.44,High Risk,-11431.119999999999,120k-200k,10-20
32975, 60 months,18.99,855.21,E,E1,MORTGAGE,68699.0,2016-02-01,Fully Paid,debt_consolidation,NV,27.87,0.0,0.0,43503.7112262672,32975.0,10528.71,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,10528.71,40k-80k,20-30
5000, 36 months,11.49,164.86,B,B5,RENT,25000.0,2017-01-01,Fully Paid,debt_consolidation,PA,8.11,0.0,0.0,5756.7134084312,5000.0,756.71,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,756.71,<40k,0-10
10000, 36 months,11.99,332.1,C,C1,OWN,45000.0,2016-03-01,Charged Off,debt_consolidation,OH,7.97,0.0,0.0,5595.74,4278.95,1316.79,0.0,0.0,0.0,2016,1,5721.05,5721.05,Medium Risk,-4404.26,40k-80k,0-10
5000, 36 months,14.49,172.09,C,C4,MORTGAGE,94000.0,2014-08-01,Fully Paid,debt_consolidation,GA,21.95,0.0,3.0,6150.7261524747,5000.0,1150.73,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1150.73,80k-120k,20-30
9600, 36 months,15.05,333.03,C,C4,RENT,100000.0,2017-07-01,Fully Paid,debt_consolidation,GA,6.16,1.0,2.0,10337.8531053001,9600.0,737.85,0.0,0.0,1.0,2017,0,0.0,0.0,High Risk,737.85,80k-120k,0-10
40000, 60 months,11.99,889.58,B,B5,RENT,127650.0,2017-12-01,Current,credit_card,CA,18.31,1.0,2.0,12648.32,7454.88,5104.48,88.96,0.0,0.0,2017,0,32545.12,0.0,Medium Risk,5104.48,120k-200k,10-20
23000, 36 months,12.49,769.33,B,B5,RENT,109200.0,2014-05-01,Fully Paid,debt_consolidation,AZ,11.89,0.0,1.0,25443.09,23000.0,2443.09,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,2443.09,80k-120k,10-20
9850, 36 months,28.69,411.12,F,F1,MORTGAGE,29000.0,2017-03-01,Charged Off,major_purchase,VA,4.22,1.0,1.0,790.84,355.44,435.4,0.0,0.0,0.0,2017,1,9494.56,9494.56,High Risk,-9059.16,<40k,0-10
10000, 36 months,16.99,356.48,D,D1,RENT,36403.2,2016-07-01,Charged Off,house,CO,13.19,0.0,1.0,6215.27,3563.38,1764.94,0.0,886.95,0.0,2016,1,6436.62,5549.67,High Risk,-3784.73,<40k,10-20
5000, 36 months,15.99,175.77,C,C5,RENT,80000.0,2017-02-01,Charged Off,other,TX,12.84,0.0,2.0,2737.92,1798.27,924.65,15.0,0.0,0.0,2017,1,3201.73,3201.73,High Risk,-2277.08,40k-80k,10-20
8400, 36 months,19.52,310.13,D,D4,MORTGAGE,100000.0,2013-09-01,Fully Paid,other,NV,16.98,0.0,1.0,8802.3976442152,8400.0,402.4,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,402.4,80k-120k,10-20
12000, 36 months,11.99,398.52,C,C1,MORTGAGE,65000.0,2016-02-01,Current,home_improvement,CA,14.29,0.0,0.0,14359.2557486626,12000.0,2359.26,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,2359.26,40k-80k,10-20
24950, 36 months,13.98,852.49,C,C3,MORTGAGE,65000.0,2014-05-01,Charged Off,debt_consolidation,MA,26.41,0.0,1.0,13414.11,7191.08,3038.8,0.0,3184.23,0.0,2014,1,17758.92,14574.689999999999,Medium Risk,-11535.89,40k-80k,20-30
15000, 60 months,24.85,438.96,E,E3,RENT,37710.0,2017-11-01,Current,debt_consolidation,WA,34.72,0.0,1.0,6563.69,2230.74,4332.95,0.0,0.0,0.0,2017,0,12769.26,0.0,High Risk,4332.95,<40k,30-40
9000, 36 months,11.99,298.89,C,C1,MORTGAGE,40000.0,2016-03-01,Current,credit_card,WI,17.4,0.0,1.0,10475.86,8703.48,1772.38,0.0,0.0,0.0,2016,0,296.52000000000044,0.0,Medium Risk,1772.38,<40k,10-20
20000, 36 months,11.49,659.43,B,B5,MORTGAGE,131000.0,2015-11-01,Charged Off,debt_consolidation,MI,29.91,1.0,0.0,17929.4,9700.03,2816.37,0.0,5413.0,0.0,2015,1,10299.97,4886.969999999999,Medium Risk,-2070.5999999999995,120k-200k,20-30
7000, 36 months,13.59,237.86,C,C2,RENT,53393.0,2017-06-01,Current,debt_consolidation,MN,21.96,2.0,0.0,4751.92,3537.28,1214.64,0.0,0.0,0.0,2017,0,3462.72,0.0,Medium Risk,1214.64,40k-80k,20-30
4000, 36 months,6.72,123.0,A,A3,MORTGAGE,109992.0,2017-11-01,Fully Paid,car,MN,33.07,0.0,0.0,4129.3187319031,4000.0,129.32,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,129.32,80k-120k,30-40
4200, 36 months,5.32,126.49,A,A1,MORTGAGE,78000.0,2015-10-01,Fully Paid,major_purchase,MA,12.6,0.0,0.0,4552.091661002,4200.0,352.09,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,352.09,40k-80k,10-20
8250, 36 months,12.35,275.4,B,B4,RENT,53000.0,2013-09-01,Fully Paid,debt_consolidation,IL,16.42,0.0,0.0,9505.713730639802,8250.0,1255.71,0.0,0.0,0.0,2013,0,0.0,0.0,Medium Risk,1255.71,40k-80k,10-20
16800, 60 months,21.49,459.14,D,D5,MORTGAGE,53116.0,2017-01-01,Current,debt_consolidation,MN,16.88,0.0,0.0,11089.57,4694.19,6395.38,0.0,0.0,0.0,2017,0,12105.810000000001,0.0,High Risk,6395.38,40k-80k,10-20
20000, 36 months,21.49,758.55,D,D5,RENT,40000.0,2016-10-01,Fully Paid,small_business,CA,7.0,0.0,0.0,26050.7904691449,20000.0,6050.79,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,6050.79,<40k,0-10
16000, 60 months,13.59,368.9,C,C2,RENT,52000.0,2017-11-01,Current,debt_consolidation,OH,19.23,0.0,1.0,5521.42,3050.03,2471.39,0.0,0.0,0.0,2017,0,12949.97,0.0,Medium Risk,2471.39,40k-80k,10-20
10000, 60 months,17.86,253.18,D,D5,MORTGAGE,50000.0,2015-05-01,Charged Off,debt_consolidation,NC,21.1,0.0,0.0,4887.12,1869.5,2161.54,0.0,856.08,0.0,2015,1,8130.5,7274.42,High Risk,-5112.88,40k-80k,20-30
24000, 36 months,13.99,820.15,C,C3,MORTGAGE,126000.0,2016-06-01,Fully Paid,credit_card,WA,19.16,0.0,1.0,28922.8452137334,24000.0,4922.85,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,4922.85,120k-200k,10-20
5000, 36 months,10.42,162.33,B,B3,MORTGAGE,40000.0,2017-07-01,Current,home_improvement,MI,16.56,1.0,0.0,3078.48,2444.92,633.56,0.0,0.0,0.0,2017,0,2555.08,0.0,Low Risk,633.56,<40k,10-20
12000, 60 months,9.75,253.5,B,B3,MORTGAGE,94000.0,2016-03-01,Fully Paid,credit_card,CA,4.16,0.0,0.0,14423.847839652,12000.0,2423.85,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2423.85,80k-120k,0-10
28000, 36 months,12.79,940.61,C,C1,MORTGAGE,131000.0,2016-08-01,Fully Paid,debt_consolidation,OR,21.24,0.0,1.0,33556.9797360125,28000.0,5556.98,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,5556.98,120k-200k,20-30
24000, 36 months,14.49,825.99,C,C4,MORTGAGE,126000.0,2016-09-01,Charged Off,home_improvement,CA,17.75,0.0,4.0,1632.66,1078.85,553.81,0.0,0.0,0.0,2016,1,22921.15,22921.15,Medium Risk,-22367.34,120k-200k,10-20
13200, 36 months,13.49,447.89,C,C2,RENT,70000.0,2016-08-01,Current,credit_card,CO,19.01,0.0,0.0,13448.53,10608.89,2817.25,22.39,0.0,0.0,2016,0,2591.1100000000006,0.0,Medium Risk,2817.25,40k-80k,10-20
5500, 36 months,7.49,171.06,A,A4,RENT,26000.0,2016-01-01,Fully Paid,debt_consolidation,WA,18.51,1.0,0.0,6147.8196704748,5500.0,647.82,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,647.82,<40k,10-20
12000, 60 months,13.49,276.06,C,C2,MORTGAGE,50000.0,2017-04-01,Current,debt_consolidation,MO,16.27,0.0,0.0,6064.33,3501.09,2563.24,0.0,0.0,1.0,2017,0,8498.91,0.0,Medium Risk,2563.24,40k-80k,10-20
11500, 36 months,7.89,359.79,A,A5,MORTGAGE,83000.0,2016-04-01,Fully Paid,debt_consolidation,WY,12.93,0.0,1.0,12626.4172898809,11500.0,1126.42,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,1126.42,80k-120k,10-20
35000, 36 months,11.44,1153.17,B,B4,MORTGAGE,124000.0,2017-03-01,Current,debt_consolidation,CA,7.63,0.0,0.0,26500.67,20963.59,5537.08,0.0,0.0,0.0,2017,0,14036.41,0.0,Medium Risk,5537.08,120k-200k,0-10
5000, 36 months,5.32,150.58,A,A1,RENT,60000.0,2016-03-01,Current,debt_consolidation,NC,14.7,0.0,0.0,5267.34,4850.32,417.02,0.0,0.0,0.0,2016,0,149.6800000000003,0.0,Low Risk,417.02,40k-80k,10-20
32000, 60 months,16.02,778.52,C,C5,MORTGAGE,97000.0,2017-05-01,Late (31-120 days),credit_card,TX,18.37,0.0,3.0,14010.74,7095.1,6915.64,0.0,0.0,0.0,2017,0,24904.9,0.0,High Risk,6915.64,80k-120k,10-20
5000, 36 months,12.62,167.56,C,C1,MORTGAGE,40000.0,2017-06-01,Fully Paid,debt_consolidation,OH,6.3,0.0,2.0,5698.0051472784,5000.0,698.01,0.0,0.0,1.0,2017,0,0.0,0.0,Medium Risk,698.01,<40k,0-10
30000, 60 months,30.17,973.74,F,F3,MORTGAGE,81552.0,2017-07-01,Current,debt_consolidation,CA,29.68,0.0,0.0,18425.64,5262.99,13162.65,0.0,0.0,0.0,2017,0,24737.010000000002,0.0,High Risk,13162.65,80k-120k,20-30
20000, 36 months,11.99,664.2,C,C1,MORTGAGE,110000.0,2016-06-01,Charged Off,home_improvement,IL,5.4,3.0,1.0,11071.89,5715.86,2300.29,0.0,3055.74,1.0,2016,1,14284.14,11228.4,Medium Risk,-8928.11,80k-120k,0-10
10000, 36 months,8.67,316.47,B,B1,OWN,80000.0,2014-12-01,Fully Paid,home_improvement,NY,6.75,0.0,1.0,11380.3753675127,10000.0,1380.38,0.0,0.0,0.0,2014,0,0.0,0.0,Low Risk,1380.38,40k-80k,0-10
12000, 36 months,21.49,455.13,D,D5,OWN,24000.0,2016-09-01,Fully Paid,debt_consolidation,LA,24.7,0.0,0.0,14078.284304031,12000.0,2078.28,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,2078.28,<40k,20-30
20225, 60 months,17.27,505.59,D,D3,MORTGAGE,121000.0,2016-01-01,Current,credit_card,WI,31.62,0.0,2.0,18675.76,10385.11,8290.65,0.0,0.0,0.0,2016,0,9839.89,0.0,High Risk,8290.65,120k-200k,30-40
10675, 60 months,26.57,323.23,F,F5,MORTGAGE,48000.0,2016-03-01,Charged Off,home_improvement,NV,30.5,0.0,1.0,7320.94,1645.39,3546.57,0.0,2128.98,0.0,2016,1,9029.61,6900.630000000001,High Risk,-3354.060000000001,40k-80k,30-40
24000, 36 months,10.99,785.62,B,B4,MORTGAGE,90000.0,2015-05-01,Fully Paid,debt_consolidation,OH,27.69,0.0,1.0,28245.5016892199,24000.0,4245.5,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,4245.5,80k-120k,20-30
12000, 60 months,14.49,282.28,C,C4,RENT,48962.0,2014-08-01,Fully Paid,debt_consolidation,FL,29.95,0.0,0.0,16653.755820232,12000.0,4653.76,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,4653.76,40k-80k,20-30
11000, 36 months,8.39,346.69,B,B1,MORTGAGE,36900.0,2016-05-01,Fully Paid,debt_consolidation,AL,11.84,2.0,1.0,11977.3444409624,11000.0,977.34,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,977.34,<40k,10-20
10000, 60 months,12.59,225.44,C,C2,MORTGAGE,42800.0,2015-11-01,Fully Paid,debt_consolidation,FL,4.23,1.0,2.0,11789.6035491262,10000.0,1789.6,0.0,0.0,1.0,2015,0,0.0,0.0,Medium Risk,1789.6,40k-80k,0-10
35000, 36 months,15.61,1223.77,D,D1,MORTGAGE,95000.0,2015-03-01,Fully Paid,debt_consolidation,WA,15.45,0.0,0.0,43596.383449615,35000.0,8596.38,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,8596.38,80k-120k,10-20
18200, 36 months,6.03,553.93,A,A1,OWN,145000.0,2015-01-01,Fully Paid,credit_card,OH,3.54,0.0,1.0,18452.61,18200.0,252.61,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,252.61,120k-200k,0-10
15000, 60 months,16.29,367.09,D,D2,RENT,55000.0,2014-06-01,Fully Paid,credit_card,IL,28.3,0.0,5.0,21893.1561974978,15000.0,6893.16,0.0,0.0,0.0,2014,0,0.0,0.0,High Risk,6893.16,40k-80k,20-30
15000, 60 months,22.39,417.62,E,E1,RENT,47000.0,2016-08-01,Charged Off,debt_consolidation,CA,21.2,0.0,0.0,9280.88,2726.04,4433.96,20.88,2100.0,0.0,2016,1,12273.96,10173.96,High Risk,-5739.999999999999,40k-80k,20-30
4000, 36 months,7.07,123.64,A,A2,OWN,30000.0,2017-06-01,Current,debt_consolidation,CA,24.24,0.0,0.0,2469.66,2117.55,352.11,0.0,0.0,1.0,2017,0,1882.4499999999998,0.0,Low Risk,352.11,<40k,20-30
25000, 60 months,6.49,489.04,A,A2,RENT,103000.0,2016-04-01,Current,debt_consolidation,CO,17.8,0.0,0.0,16618.35,13168.44,3449.91,0.0,0.0,0.0,2016,0,11831.56,0.0,Low Risk,3449.91,80k-120k,10-20
12000, 60 months,16.02,291.95,C,C5,MORTGAGE,157000.0,2017-05-01,Current,home_improvement,CT,5.05,1.0,0.0,6120.27,3166.74,2953.53,0.0,0.0,0.0,2017,0,8833.26,0.0,High Risk,2953.53,120k-200k,0-10
5600, 36 months,9.99,180.67,B,B3,MORTGAGE,45000.0,2015-05-01,Fully Paid,credit_card,WI,18.45,0.0,1.0,5974.26,5600.0,374.26,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,374.26,40k-80k,10-20
11500, 36 months,11.99,381.91,B,B3,MORTGAGE,165000.0,2014-03-01,Fully Paid,debt_consolidation,TX,9.72,0.0,4.0,13223.8500006259,11500.0,1723.85,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1723.85,120k-200k,0-10
20000, 36 months,12.49,668.98,B,B4,MORTGAGE,71000.0,2014-04-01,Fully Paid,debt_consolidation,MI,23.21,0.0,3.0,24073.0431597792,20000.0,4073.04,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,4073.04,40k-80k,20-30
9350, 36 months,19.53,345.25,D,D5,MORTGAGE,38000.0,2016-02-01,Fully Paid,debt_consolidation,NY,11.69,0.0,0.0,9560.22,9350.0,210.22,0.0,0.0,1.0,2016,0,0.0,0.0,High Risk,210.22,<40k,10-20
15000, 36 months,15.88,526.47,C,C4,RENT,150000.0,2013-09-01,Fully Paid,credit_card,CA,8.43,0.0,0.0,17224.9864958731,15000.0,2224.99,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,2224.99,120k-200k,0-10
12000, 60 months,19.24,312.88,E,E2,MORTGAGE,41592.0,2015-02-01,Fully Paid,credit_card,MI,27.39,0.0,0.0,15102.13,12000.0,3102.13,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,3102.13,40k-80k,20-30
12000, 36 months,5.32,361.38,A,A1,MORTGAGE,90000.0,2015-07-01,Fully Paid,debt_consolidation,GA,17.65,0.0,0.0,12997.551817327,12000.0,997.55,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,997.55,80k-120k,10-20
15000, 60 months,13.49,345.08,C,C2,MORTGAGE,60000.0,2016-08-01,Current,debt_consolidation,LA,19.06,0.0,0.0,10341.16,6254.36,4086.8,0.0,0.0,1.0,2016,0,8745.64,0.0,Medium Risk,4086.8,40k-80k,10-20
15000, 36 months,9.49,480.43,B,B2,MORTGAGE,59000.0,2016-08-01,Fully Paid,debt_consolidation,FL,14.95,1.0,0.0,15009.1,15000.0,9.1,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,9.1,40k-80k,10-20
10875, 36 months,18.99,398.58,D,D4,RENT,35000.0,2016-02-01,Fully Paid,debt_consolidation,CA,32.58,0.0,0.0,12674.8951016551,10875.0,1799.9,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,1799.9,<40k,30-40
8400, 36 months,11.99,278.97,C,C1,MORTGAGE,86000.0,2016-06-01,Current,debt_consolidation,NY,15.06,0.0,1.0,8921.44,7310.98,1610.46,0.0,0.0,0.0,2016,0,1089.0200000000004,0.0,Medium Risk,1610.46,80k-120k,10-20
8500, 36 months,25.44,339.94,F,F2,MORTGAGE,58400.0,2016-05-01,Charged Off,house,MD,34.3,0.0,1.0,3456.01,1032.04,750.4,0.0,1673.57,0.0,2016,1,7467.96,5794.39,High Risk,-5043.990000000001,40k-80k,30-40
16000, 60 months,15.99,389.01,C,C5,RENT,190000.0,2017-04-01,Current,debt_consolidation,CA,9.62,0.0,0.0,8635.39,4460.25,4175.14,0.0,0.0,0.0,2017,0,11539.75,0.0,High Risk,4175.14,120k-200k,0-10
15000, 60 months,16.02,364.94,C,C5,MORTGAGE,65000.0,2017-06-01,Current,debt_consolidation,TX,22.78,1.0,0.0,6954.34,3535.1,3419.24,0.0,0.0,0.0,2017,0,11464.9,0.0,High Risk,3419.24,40k-80k,20-30
8000, 36 months,9.75,257.2,B,B3,MORTGAGE,105000.0,2016-05-01,Fully Paid,credit_card,IL,9.25,0.0,1.0,8593.4440178116,8000.0,593.44,0.0,0.0,1.0,2016,0,0.0,0.0,Low Risk,593.44,80k-120k,0-10
18775, 60 months,15.8,454.58,C,C3,RENT,92500.0,2013-06-01,Fully Paid,major_purchase,WA,16.33,0.0,0.0,24907.45,18775.0,6132.45,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,6132.45,80k-120k,10-20
25000, 60 months,9.16,520.91,B,B2,OWN,83800.0,2016-02-01,Current,debt_consolidation,GA,23.31,0.0,0.0,18727.32,13616.51,5110.81,0.0,0.0,0.0,2016,0,11383.49,0.0,Low Risk,5110.81,80k-120k,20-30
14400, 36 months,5.32,433.66,A,A1,MORTGAGE,135000.0,2017-03-01,Fully Paid,moving,OH,10.35,0.0,1.0,14457.452,14400.0,57.45,0.0,0.0,1.0,2017,0,0.0,0.0,Low Risk,57.45,120k-200k,10-20
22675, 36 months,9.49,726.25,B,B2,OWN,53532.0,2016-08-01,Charged Off,credit_card,NC,21.81,1.0,1.0,12120.46,8063.33,2092.22,0.0,1964.91,0.0,2016,1,14611.67,12646.76,Low Risk,-10554.54,40k-80k,20-30
20000, 36 months,16.29,706.01,D,D1,OWN,75000.0,2016-05-01,Fully Paid,debt_consolidation,TX,41.38,1.0,0.0,23046.4472895703,20000.0,3046.45,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,3046.45,40k-80k,40+
20000, 60 months,13.49,460.1,C,C2,RENT,68000.0,2017-03-01,Fully Paid,credit_card,TX,11.68,0.0,0.0,23165.4214346385,20000.0,3165.42,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,3165.42,40k-80k,10-20
8000, 36 months,9.44,256.04,B,B1,MORTGAGE,62000.0,2017-08-01,Current,medical,PA,10.7,0.0,0.0,4619.52,3717.07,887.45,15.0,0.0,0.0,2017,0,4282.93,0.0,Low Risk,887.45,40k-80k,10-20
10000, 36 months,13.49,339.31,C,C2,OWN,25000.0,2016-12-01,Current,credit_card,IN,27.08,1.0,1.0,8809.77,6805.04,2004.73,0.0,0.0,0.0,2016,0,3194.96,0.0,Medium Risk,2004.73,<40k,20-30
19950, 60 months,16.99,495.71,D,D3,MORTGAGE,68000.0,2015-12-01,Charged Off,credit_card,AL,31.19,0.0,0.0,3366.5,648.85,791.2,0.0,1926.45,0.0,2015,1,19301.15,17374.7,High Risk,-16583.5,40k-80k,30-40
4200, 36 months,17.09,149.93,D,D1,RENT,14000.0,2017-10-01,Fully Paid,debt_consolidation,OH,11.23,0.0,0.0,4730.9863535253,4200.0,530.99,0.0,0.0,0.0,2017,0,0.0,0.0,High Risk,530.99,<40k,10-20
10400, 36 months,7.97,325.76,A,A5,RENT,80000.0,2017-05-01,Charged Off,debt_consolidation,MA,24.34,0.0,0.0,3603.76,2919.21,659.55,0.0,25.0,0.0,2017,1,7480.79,7455.79,Low Risk,-6796.24,40k-80k,20-30
4000, 36 months,12.74,134.28,C,C1,MORTGAGE,40000.0,2016-11-01,Current,car,KY,6.78,0.0,0.0,3622.73,2853.39,769.34,0.0,0.0,0.0,2016,0,1146.6100000000001,0.0,Medium Risk,769.34,<40k,0-10
18000, 60 months,11.67,397.41,B,B4,MORTGAGE,77000.0,2014-10-01,Fully Paid,debt_consolidation,TX,8.2,0.0,0.0,19809.54,18000.0,1809.54,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1809.54,40k-80k,0-10
18000, 60 months,18.84,465.35,E,E2,MORTGAGE,169000.0,2015-05-01,Charged Off,other,FL,15.3,6.0,2.0,7577.86,2612.95,3417.76,0.0,1547.15,0.0,2015,1,15387.05,13839.9,High Risk,-10422.14,120k-200k,10-20
8000, 36 months,9.99,258.1,B,B3,MORTGAGE,72000.0,2015-10-01,Fully Paid,debt_consolidation,CT,3.13,1.0,0.0,8730.6200000056,8000.0,730.62,0.0,0.0,1.0,2015,0,0.0,0.0,Low Risk,730.62,40k-80k,0-10
4500, 36 months,12.79,151.17,C,C1,RENT,24000.0,2016-07-01,Fully Paid,credit_card,CA,24.95,0.0,1.0,5277.8067680832,4500.0,777.81,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,777.81,<40k,20-30
1000, 36 months,17.27,35.79,D,D2,RENT,22000.0,2016-04-01,Current,vacation,AL,30.55,2.0,0.0,1215.9,930.06,285.84,0.0,0.0,0.0,2016,0,69.94000000000005,0.0,High Risk,285.84,<40k,30-40
14200, 36 months,12.99,478.39,B,B4,RENT,54000.0,2013-10-01,Fully Paid,debt_consolidation,CA,21.78,0.0,0.0,14793.6197649637,14200.0,593.62,0.0,0.0,0.0,2013,0,0.0,0.0,Medium Risk,593.62,40k-80k,20-30
7000, 36 months,11.53,230.94,B,B5,RENT,50000.0,2015-10-01,Charged Off,home_improvement,MN,10.92,0.0,0.0,2689.86,1618.77,748.64,15.0,307.45,0.0,2015,1,5381.23,5073.78,Medium Risk,-4325.139999999999,40k-80k,10-20
20375, 36 months,17.27,729.17,C,C5,MORTGAGE,55000.0,2013-07-01,Charged Off,home_improvement,MA,17.69,0.0,1.0,4218.32,876.78,579.28,0.0,2762.26,0.0,2013,1,19498.22,16735.96,High Risk,-16156.679999999998,40k-80k,10-20
13200, 60 months,10.99,286.94,B,B4,MORTGAGE,89000.0,2016-07-01,Current,credit_card,NY,17.45,1.0,0.0,8887.08,5921.52,2965.56,0.0,0.0,0.0,2016,0,7278.48,0.0,Low Risk,2965.56,80k-120k,10-20
10800, 36 months,17.57,388.13,D,D4,RENT,30000.0,2014-09-01,Charged Off,debt_consolidation,NM,12.2,0.0,1.0,6674.08,3827.05,1994.9,0.0,852.13,0.0,2014,1,6972.95,6120.82,High Risk,-4125.92,<40k,10-20
8000, 36 months,19.03,293.37,D,D3,RENT,96400.0,2017-07-01,Current,moving,WA,2.04,0.0,0.0,5571.51,3656.86,1914.65,0.0,0.0,0.0,2017,0,4343.139999999999,0.0,High Risk,1914.65,80k-120k,0-10
1000, 36 months,15.99,35.16,C,C5,OWN,76000.0,2016-10-01,Current,credit_card,CA,24.89,1.0,0.0,983.59,734.51,249.08,0.0,0.0,0.0,2016,0,265.49,0.0,High Risk,249.08,40k-80k,20-30
4000, 36 months,5.32,120.46,A,A1,MORTGAGE,45000.0,2017-08-01,Fully Paid,credit_card,MI,33.84,0.0,1.0,4237.0554357635,4000.0,237.06,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,237.06,40k-80k,30-40
25000, 60 months,14.64,590.04,C,C3,MORTGAGE,62000.0,2014-03-01,Current,credit_card,GA,20.62,0.0,0.0,34812.36,24417.55,10394.81,0.0,0.0,0.0,2014,0,582.4500000000007,0.0,High Risk,10394.81,40k-80k,20-30
5000, 36 months,12.79,167.97,C,C1,MORTGAGE,110000.0,2016-09-01,Charged Off,credit_card,CT,14.22,0.0,1.0,3691.79,2826.39,865.4,0.0,0.0,0.0,2016,1,2173.61,2173.61,Medium Risk,-1308.21,80k-120k,10-20
8000, 36 months,14.47,275.26,C,C2,RENT,30000.0,2014-01-01,Fully Paid,debt_consolidation,HI,33.16,0.0,1.0,9407.48,8000.0,1407.48,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1407.48,<40k,30-40
30000, 36 months,7.39,931.68,A,A4,MORTGAGE,84400.0,2016-02-01,Fully Paid,debt_consolidation,OR,14.77,0.0,0.0,32570.0163106524,30000.0,2570.02,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2570.02,80k-120k,10-20
